codigo,precio,direccion,latitud,longitud,razon_social,distribuidor,nom_comuna,nom_region
pb550301,1358.3334,Manuel Rodriguez 7565,-32.81794487,-71.13552511,CARLOS MUÃ‘OZ SOTO,COMBUSTIBLES JCD,Hijuelas,Valparaíso
pb560101,1404,Pio X /Inmaculada 0,-33.61372134,-71.6099757,Rafael Letelier y Cia Ltda. 76.082661-8,Rafael Letelier Yañez y Cia Ltda,San Antonio,Valparaíso
pb560103,1407.75,La Playa 125,-33.6078186,-71.6204576,Rafael Letelier y Cia Ltda.,Sin Bandera,San Antonio,Valparaíso
pb560107,1404,Jose Manuel Balmaceda 285,-33.57937318,-71.61005564,--,Rafael Letelier Yañez y Cia Ltda,San Antonio,Valparaíso
pb610101,1394.2858,Av. Cachapoal con Ruta 5 Sur 1330,-34.18972481,-70.7521677,COMB.MARIA IRENE JOSEFINA ARANGUIZ DIAZ EIRL,Sin Bandera,Rancagua,Del Libertador Gral. Bernardo O’Higgins
pb610102,1398.2632,Av. Libertador Bernardo O'Higgins 1090,-34.1643083,-70.74941576,Operadora de Estaciones de Servicio Opes Ltda,GULF,Rancagua,Del Libertador Gral. Bernardo O’Higgins
pb610103,1376.3334,Proyecto Parcelario Santa Amelia Parcela N° 9 0,-34.1182541,-70.754173,Sociedad de Hospederia y Turismo Garmar Ltda.,Sin Bandera,Rancagua,Del Libertador Gral. Bernardo O’Higgins
pb610201,1398.8334,Andes 460,-34.034921,-70.660648,Inversiones Pinto y Arce Sociedad Limitada,Sin Bandera,Codegua,Del Libertador Gral. Bernardo O’Higgins
pb610601,1383.0909,Av. Santa Lucía 364,-34.06729849,-70.72811902,Distrib. Combustibles Graneros Ltda.,Sin Bandera,Graneros,Del Libertador Gral. Bernardo O’Higgins
pb611002,1403.5652,Parcelación Patria Nueva sitio 4,-33.97569834,-70.70738554,Comercial y Servicios Vigu Ltda.,VIGU Ltda.,Mostazal,Del Libertador Gral. Bernardo O’Higgins
pb611101,1385.8182,Camino La Vara Gruesa Ruta H-40 0,-34.2303345,-70.85994959,Comercial Guzmán Spa.,Sin Bandera,Olivar,Del Libertador Gral. Bernardo O’Higgins
pb611102,1385.7,"Ruta TravesÃ­a Ex 5 Sur, NÂ°480 Lote 1B 0",-34.206201,-70.765732,Servicentro Petrovar SpA,Sin Bandera,Olivar,Del Libertador Gral. Bernardo O’Higgins
pb611201,1401.45,Carretera de la Fruta 1600,-34.396339,-71.170079,COMBUSTIBLES PEUMO LTDA.,Sin Bandera,Peumo,Del Libertador Gral. Bernardo O’Higgins
pb611501,1401.3158,San Ignacio 4,-34.349548,-70.836416,FACAZ DIVISION COMBUSTIBLES SPA,FACAZ,Rengo,Del Libertador Gral. Bernardo O’Higgins
pb611601,1397.4,Camino El Abra 10,-34.27791527,-70.81151426,Jorge arturo diaz arenas,Sin Bandera,Requínoa,Del Libertador Gral. Bernardo O’Higgins
pb611701,1381.4117,21 de Mayo 801,-34.43695161,-71.07683301,Distrib. Combust. Tepual Ltda. 96.564.440 -7 ,Sin Bandera,San Vicente,Del Libertador Gral. Bernardo O’Higgins
pb611702,1395.8,Ruta H-66 N° 9707,-34.43510666,-71.06910825,RHS SPA,GULF,San Vicente,Del Libertador Gral. Bernardo O’Higgins
pb620101,1341,La Concepción 1250,-34.38668976,-71.99189544,ARREDAMENTI Y MOTORES SPA,PETROGAL,Pichilemu,Del Libertador Gral. Bernardo O’Higgins
pb620401,1314,Ruta I 80 Km 96,-34.40899842,-71.64096924,Miguel Armando Carvacho Vargas ,Sin Bandera,Marchihue,Del Libertador Gral. Bernardo O’Higgins
pb620502,1401.3889,Ignacio Carrera Pinto 0,-33.94607902,-71.73834622,Comercial y Servicios Los Lagos Limitada,COPEC,Navidad,Del Libertador Gral. Bernardo O’Higgins
pb620601,1405.1538,"RUTA I-72, SIN NÃšMERO, SECTOR DE BUCALEMU 0","-34,642,979","-72,034,474",SOCIEDAD COMERCIAL CISTERNA HERMANOS LIMITADA,Sin Bandera,Paredones,Del Libertador Gral. Bernardo O’Higgins
pb630301,1395.8,Pisagua 271,-34.71044352,-71.04001433,Ingeneria y Combustible Dacaret SPA. 76.349.415-2,PETROBRAS,Chimbarongo,Del Libertador Gral. Bernardo O’Higgins
pb630302,1385.2941,Camino a Codegua Km 01,-34.71739082,-71.02941692,Distribuidora Dagnino Giacobbe y Cía. Ltda.  77504820-4,Sin Bandera,Chimbarongo,Del Libertador Gral. Bernardo O’Higgins
pb630303,1387.5,Miraflores 1371,-34.68668805,-71.02419678,Distribuidora de Combustibles Petrowork SPA,Petrowork,Chimbarongo,Del Libertador Gral. Bernardo O’Higgins
pb630501,1384.762,Av. Libertad 620,-34.65264437,-71.19934559,Combustibles Martínez y Rencoret Limitada,FACAZ,Nancagua,Del Libertador Gral. Bernardo O’Higgins
pb630701,1367.6428,Avenida Errazuriz 591,-34.477268,-71.487259,Estacion de Servicio Lucy Chomali  SPA,Sin Bandera,Peralillo,Del Libertador Gral. Bernardo O’Higgins
pb630702,1373.2916,La Troya Sur 0,-34.477268,-71.487259,Sociedad de Combustibles Claudio Cumsille Chomali E.I.R.L.,Sin Bandera,Peralillo,Del Libertador Gral. Bernardo O’Higgins
pb630801,1389.6364,AV. EL SAUCE 311,-33.11387971,-71.56415695,F&V Inversiones ltda,Sin Bandera,Valparaíso,Valparaíso
pb630802,1390.5714,RUTA 90 KM 15 0,-34.633795,-71.110827,COMBUSTIBLES LUIS OSVALDO ORTIZ GONZALEZ EIRL,Combustibles Ortiz,Placilla,Del Libertador Gral. Bernardo O’Higgins
pb710101,1354.1578,2 Norte esq. 23 Oriente 0,-35.42999533,-71.6333431,Combustibles Punto Sur S.A.,Punto Sur,Talca,Del Maule
pb710102,1354.1578,"24 Y 25, 2 Nte. ORIENTE",-35.42987887,-71.63078009,COMBUSTIBLES CYD LIMITADA,Punto Sur,Talca,Del Maule
pb710104,1322.5,5 Norte 1793,-35.42743741,-71.62640352,Victor Figueroa // Rut: 12.296.760-3,Sin Bandera,Talca,Del Maule
pb710105,1350.1,6 Oriente 0219,-35.44784756,-71.66443008,Juan Pablo Del  Solar Silva,Del Solar,Talca,Del Maule
pb710106,1352.1578,Avenida San Miguel 4963,-35.43694871,-71.62050065,--,SIVORI COMBUSTIBLES,Talca,Del Maule
pb710201,1400,"Portales,Putu 260",-35.21189558,-72.28407383,Comercial Gorki Quintanilla EIRL,COMERCIAL MAQUI,Constitución,Del Maule
pb710301,1417.0952,Chacabuco 9,-35.246368,-71.98461,FACAZ DIVISION COMBUSTIBLES SPA,FACAZ,Curepto,Del Maule
pb710302,1413,Calle pública patricio lynch esquina luis a. concha s/n 0,-35.08934129,-72.02078171,Facaz Division Combustibles SPA,FACAZ,Curepto,Del Maule
pb710304,1433.6666,Manuel Rodriguez 22,-35.983913,-72.310616,Soc. de transportes y rent a car Aravena y Aravena Ltda.,FACAZ,Curepto,Del Maule
pb710401,1413.9166,Arturo Prat esquina Alcerreca S/N 0,-35.588626,-72.281425,Estacion de Servicios Hernan Eugenio Valdes Chamorro E.I.R.L.,Sin Bandera,Empedrado,Del Maule
pb710802,1400.2778,"Santa Rosa, Aquelarre 0",-34.84282,-72.052245,Soc. de Transportes y Rent a Car Aravena y Aravena Ltda.,FACAZ,Vichuquén,Del Maule
pb710803,1388.75,Av. Ignacio Carrera Pinto s/n Llico 0,-34.77478114,-72.063041,Comercial y Servivios MS SPA,COMERCIAL Y SERVICIOS MS,Vichuquén,Del Maule
pb710901,1351.3125,Huamachuco 247,-35.536468,-71.489371,Manuel Poblete Arto e hija ltda.,SERVICENTRO SAN MIGUEL,San Clemente,Del Maule
pb720101,1368.1428,AVENIDA MONSEÑOR ENRIQUE ALVEAR  S/N 0,-35.98690443,-72.31957009,JOSE MOISES LEAL SUAZO,Combustibles J.L.T.,Cauquenes,Del Maule
pb720202,1377,Germán Riesco 290,-35.73655447,-72.53259659,Roberto Amaya Verdugo 6.992.153-1,Sin Bandera,Chanco,Del Maule
pb720302,1366.0526,ABDON FUENTEALBA S/N 0,-35.810443,-72.571193,Las Garzas Limitada,COPEC,Pelluhue,Del Maule
pb720303,1364.2354,Peuï¿½o S/N 0,-35.85316403,-72.64328948,SOCIEDAD DE INVERSIONES DOÃ‘A EVARISTA LTDA,Aire,Pelluhue,Del Maule
pb720304,1361.375,Abdon Fuentealba S/N 0,-35.80922779,-72.57045524,Sociedad de Inversiones DoÃ±a Evarista Ltda.,Aire,Pelluhue,Del Maule
pb730703,1387.4546,LONGITUDINAL SUR KM 192 0,-34.99125,-71.22684,COMERCIAL MISOL LTDA,MAMG COMBUSTIBLES,Curicó,Del Maule
pb740101,1360.2106,camino Chacahuin lt. 4 hijuela Norte 0,-35.8392,-71.62434,AQUILES TAPIA TAPIA,ATT,Linares,Del Maule
pb740102,1347.5883,Kurt Moller Esquina Carmen 987,-35.84627386,-71.58777237,Distribuidora de Combustibles Mauro Antonio Contreras Parada E.I.R.L.,SOCORRO,Linares,Del Maule
pb740103,1356.125,Avenida Presidente Ibañez 1175,-35.84264726,-71.58180714,HUGO NAJLE HAYE,HN,Linares,Del Maule
pb740104,1343.7368,Calle Rengo 912,-35.85396137,-71.59275055,Distribuidora de Combustibles El Socorro Ltda.,SOCORRO,Linares,Del Maule
pb740105,1357.6875,Santa Maria 1815,-35.85820701,-71.57962918,Sociedad Comercial Ibañez e Ibañez Ltda,Sin Bandera,Linares,Del Maule
pb740106,1362.4445,General Barbosa esquina 18 de septiembre 0,-35.8436726,-71.5843376,Jose Alberto Contreras Parada,PETROJAC,Linares,Del Maule
pb740107,1344.1111,Avda. Presidente Ibañez 0405,-35.8402453,-71.595409,COMERCIALIZADORA DE COMBUSTIBLES EL SOCORRO SPA / 76.217.164-3,SOCORRO,Linares,Del Maule
pb740108,1360.2106,"CAMINO  A PALMILLA KM  1,5 (S/N) 0",-35.838796,-71.648217,COMERCAL PETROLILLO LTDA,Sin Bandera,Linares,Del Maule
pb740302,1413.2941,sitio 4 lote 2 la tercera de Longavi 0,-36.02213135,-71.62564972,Petrojac e hijos ltda. 76.115.038-3,PETROJAC,Longaví,Del Maule
pb740303,1399.4667,Uno Sur 391,-35.963627,-71.683125,MONTE VERDE SPA. ,Sin Bandera,Longaví,Del Maule
pb740401,1349.314,Ignacio Carrera Pinto 818,-36.14712364,-71.82654798,COMBUSTIBLES JRB,Combustibles JRB,Parral,Del Maule
pb740403,1349.5172,Avenida Buenos Aires 540,-36.13004152,-71.81857109,COMBUSTIBLES JRB,Combustibles JRB,Parral,Del Maule
pb740405,1360.9231,Calle Igualdad 946,-36.1407346,-71.8258979,NavCar Combustibles,NavCar Combustibles,Parral,Del Maule
pb740501,1357.8096,Sector Quillaimo Km. 20 0,-36.1988834,-71.62606642,Marcos Pradenas Henríquez,Sin Bandera,Retiro,Del Maule
pb740701,1287,EL OLIVAR RC 4 HJ 1 LT B LOTE 1 0,-35.675954,-71.572884,COMBUSTIBLES HM SPA,Combustibles HM,Villa Alegre,Del Maule
pb810101,1353.0555,Camilo Henriquez 540,-36.80916444,-73.03368419,Procom SPA. / Rut: 76.355.629-8,PETROBRAS,Concepción,Del Biobío
pb810102,1343.4546,bulnes 1793,-36.8143499,-73.04023835,Empresa Erasmo Cano Comercializa-dora Eirl,ECOIL,Concepción,Del Biobío
pb810501,1399.4546,Avda La Araucana  con Tegualda sitio 13,-36.97401893,-72.92704827,Inmobiliaria y Comercial Galaxia S.A,Las Galaxias,Hualqui,Del Biobío
pb820201,1389.3846,Llico 0,-37.197235,-73.564515,Ulloa Hermanos y CIA Ltda.,Sin Bandera,Arauco,Del Biobío
pb820202,1381.2916,Camino Arauco Carampangue 755,-37.24557152,-73.30233068,Vecoser Ltda,REDSUR,Arauco,Del Biobío
pb820301,1388,RUTA P60 CON COVADONGA S/N LOTE 7 0,-37.804928,-73.391395,CKR SERVICENTRO CRISTIAN EDUARDO VENTURELLI LANDERO E.I.R.L.,CKR,Cañete,Del Biobío
pb830101,1343.875,Villagran 747,-37.4645326,-72.3483076,DISTRIBUIDORA RUIZ QUIROZ S A,Sin Bandera,Los Ángeles,Del Biobío
pb830102,1342.6842,Diego de Almagro 1806,-37.4571912,-72.34625185,HUGO NAJLE HAYE,HN,Los Ángeles,Del Biobío
pb830104,1353.6666,Los Carreras 1420,-37.4872748,-72.3431186,Sociedad Villanueva Jara Ltda,Infinia Combustibles,Los Ángeles,Del Biobío
pb830301,1379.4166,GENERAL CRUZ 280,-36.937332,-72.401497,SOCIEDAD COMERCIAL E INVERSIONES DON MATEO LIMITADA,Sin Bandera,Cabrero,Del Biobío
pb830303,1376.8667,Zañartu 95,-37.033727,-72.401277,Sociedad comercial Nuevo Monte Limitada,GASOLINERA MONTE AGUILA,Cabrero,Del Biobío
pb830304,1367.5555,Camino a Quinel Km 5. 0,-36.996468,-72.438931,Sociedad Comercial And Brt Spa,Raven combustibles,Cabrero,Del Biobío
pb830305,1375.6842,Manuel Palacios 369,-37.037385,-72.405196,Alejandro Jara Paredes SPA,Dale Combustibles,Cabrero,Del Biobío
pb831401,1351.3334,20 de Enero 440,-37.14655781,-72.54212916,SOCIEDAD VILLANUEVA JARA LTDA,Infinia Combustibles,Yumbel,Del Biobío
pb831403,1347.625,O'Higgins 1794,-37.095018,-72.561875,Comercial Arietis Ltda.,NEWEN,Yumbel,Del Biobío
pb840101,1340.7778,Rio Viejo 1320,-36.63126445,-72.08407028,DISTRIBUIDORA DE COMBUSTIBLES MAURO ANTONIO CONTRERAS PARADA E.I.R.L.,SOCORRO,Chillán,Ñuble
pb840102,1378,Alonso de Ercilla 1079,-36.62260125,-72.10474774,Combustibles Sandoval y CIA LTDA,Combustibles Sandoval,Chillán,Ñuble
pb840103,1355.2927,Av. Los Puelches 1335,-36.62110772,-72.08602488,XIMENA SOLIS E.I.R.L.,PETROBRAS,Chillán,Ñuble
pb840105,1371.8462,Coquimbo 38,-36.6057856,-72.1272346,ROBUSTIANO SILVA VIDAL EIRL,PETROSI,Chillán,Ñuble
pb840106,1398.5,Baquedano 380,-36.62333576,-72.12308357,Comercial Santa María Limitada,Combustibles Santa María,Chillán Viejo,Ñuble
pb840201,1371.421,Arturo Prat 278,-36.7452677,-72.29750097,Comercial Alberto Acevedo y Cia. Ltda.,Sin Bandera,Bulnes,Ñuble
pb840202,1366.8,"PANAMERICANA NORTE, KILOMETRO 424 0",-36.74351738,-72.28263176,Estacion de Servicios Miguel Armando Carvacho Vargas E.I.R.L.,Sin Bandera,Bulnes,Ñuble
pb840203,1375.6666,Joaquin Prieto 104,-36.74119639,-72.30314509,Comercializadora y Distribuidora de Combustibles Rabalme Ltda.,SERVICENTROS RABALME,Bulnes,Ñuble
pb840601,1371.1379,"Camino a Yungay, Sector El Manantial Km 3. 5",-36.64380282,-72.13977098,SERVIOBRAS SPA,SHELL,Chillán Viejo,Ñuble
pb840801,1355.7273,Arturo Prat 470,-36.39322809,-72.39881873,COMBUSTIBLES LLANOS Y CÃA. LTDA,Sin Bandera,Ninhue,Ñuble
pb840901,1363.4,Ernesto Zuñiga # 380 San Gregorio,-36.28272994,-71.81290627,Combustibles San Gregorio 10.778.902-2,Sin Bandera,Ñiquén,Ñuble
pb841001,1374.5454,Avda. Pedro De Valdivia 365,-36.9667,-72.1,Venta de combustibles  Magaly Rondanelli Muñoz E.I.R.L,Petrosur,Pemuco,Ñuble
pb841301,1398.2174,Avda O`higgins 1192,-36.73916785,-72.47076631,Erasmo Cano EIRL,ECOIL,Quillón,Ñuble
pb841501,1409.8334,Camino Publico Nueva Aldea - Ñipas 0,-36.64524902,-72.47318029,XIMENA SOLIS HERNANDEZ EIRL,PETROBRAS,Ránquil,Ñuble
pb841601,1353.8182,Independencia 961,-36.4213017,-71.9560632,Sociedad Comercial de Transportes San Carlos Ltda 79.731.620-2,APEX,San Carlos,Ñuble
pb841801,1358.3846,las violetas 526,-36.87985232,-72.09363699,Distribuidora de combustible heine oyarce y cia ltda,Sin Bandera,San Ignacio,Ñuble
pb841803,1417.8,Manuel Rodriguez 5,-36.79968211,-72.03977757,Miguel Jesús del Valle Reyes,Sin Bandera,San Ignacio,Ñuble
pb841902,1406.1666,"RUTA N-50Km 14,7",-36.49935433,-72.22213051,COMERCIALIZADORA DE COMBUSTIBLES SOCORRO LTDA.,SOCORRO,San Nicolás,Ñuble
pb842101,1372.8,CALLE LOS AMORES 433,-37.13399118,-72.18734958,ESTACION DE SERVICIO PETROCAMP LIMITADA,PETROCAMP,Yungay,Ñuble
pb842102,1398.9,RUTA Q97 Km 2,-37.12480437,-72.03317084,Operaciones en Ruta spa,SHELL,Yungay,Ñuble
pb842103,1420.875,Angeles 183,-37.11968356,-72.01300861,ADMINISTRADORA DE SERVICENTROS SUR SPA,Pegasur,Yungay,Ñuble
pb84401,1364.6364,PASCUAL  BINIMELIS 6,-36.48022,-72.704096,SOCIEDAD COMERCIAL  RIO  ITATA  LIMITADA,Servicentro Itata,Coelemu,Ñuble
pb910108,1396.9333,Av. Caupolicán 1482,-38.7366476,-72.5948666,Coopeserau. Ltda.  COOP DE SERVICIOS DE DUENOS DE AUTOTOBUSES DE CAUTIN LTDA // ,Coopeserau,Temuco,De la Araucanía
pb910201,1400.1428,TROVOLHUE 0,-38.63041584,-73.31547976,COMERCIAL SUAREZ S.P.A. TROVOLHUE,SUAREZ COMBUSTIBLES,Carahue,De la Araucanía
pb910301,1408.4615,"Camino Freire a Cunco, Kilómetro 33, Acceso Poniente a la Localidad de Los Laureles 0",-38.989625,-72.256202,Navarrete y Muñoz Limitada,Sin Bandera,Cunco,De la Araucanía
pb910302,1398.5883,Avenida Llaima 1346,-38.930397,-72.02329,Comercializadora y Distribuidora de Combustibles El Molino Spa,Sin Bandera,Cunco,De la Araucanía
pb911001,1421.8572,Avda. Pedro Aguirre Cerda 326,-38.852306,-71.692943,Administradora. de Estaciones. de Servicio Andes Llaima Limitada.,Sin Bandera,Melipeuco,De la Araucanía
pb911002,1421.8572,Pedro Aguirre Cerda 1565,-38.8496824,-71.68067974,ADMINISTRADORA DE ESTACIONES DE SERVICIOS ANDES LLAIMA LIMITADA,Sin Bandera,Melipeuco,De la Araucanía
pb911101,1395.8,JUVENCIO VALLE 989,-38.73999224,-72.94919729,COMBUSTIBLES SUAREZ S.P.A. IMPERIAL,SUAREZ COMBUSTIBLES,Nueva Imperial,De la Araucanía
pb911102,1398.8,AV. ALMAGRO 2,-38.78140393,-72.94715881,COMBUSTIBLES SUAREZ S.P.A. ALMAGRO,SUAREZ COMBUSTIBLES,Nueva Imperial,De la Araucanía
pb911201,1399.0227,Vilumilla 1511,-38.7701131,-72.598226,Inversiones Trancura SPA,PETROBRAS,Padre las Casas,De la Araucanía
pb911202,1397.1666,"Ruta S-51 Lote A-2, camino Huichahue 0",-38.780799,-72.578975,Comercializadora Stuardo Fourcade Ltda,Sin Bandera,Padre las Casas,De la Araucanía
pb911601,1405.8,PUERTO SAAVEDRA 0,-38.77794,-73.40151,COMBUSTIBLES SUAREZ SPA SAAVEDRA,SUAREZ COMBUSTIBLES,Saavedra,De la Araucanía
pb911602,1406.8,Puerto Dominguez 78,-38.88587191,-73.25951815,COMERCIAL SUAREZ S.P.A. DOMINGUEZ,SUAREZ COMBUSTIBLES,Saavedra,De la Araucanía
pb911701,1407.8,GERMAN WINKLER	 55,-38.9970325,-73.09014738,COMERCIAL SUAREZ S.P.A. TEODORO,SUAREZ COMBUSTIBLES,Teodoro Schmidt,De la Araucanía
pb911702,1408.4615,1 ORIENTE/B. ARANA 320,-38.99403902,-73.08783531,NAVARRETE Y MUNOZ LTDA. RUT: 76059133-5 ,Sin Bandera,Teodoro Schmidt,De la Araucanía
pb911703,1405.8,Av. B. O'Higgins 695,-39.08826046,-73.17943275,COMERCIAL SUAREZ S.P.A. HUALPIN,SUAREZ COMBUSTIBLES,Teodoro Schmidt,De la Araucanía
pb911801,1403.8572,"Ruta S-70, Pitrufquén-Queule, km. 71",-39.17556973,-73.17094356,COMERCIAL SUAREZ S.P.A. TOLTEN,SUAREZ COMBUSTIBLES,Toltén,De la Araucanía
pb911802,1410.5625,ELVIRA LEAL 45,-39.1771271,-73.16433191,SOC. COM. NVA. TOLTEN LTDA.,SERVICENTRO LEAL,Toltén,De la Araucanía
pb912002,1411.8948,Colo Colo 1814,-39.29003,-72.2250571,Don Humberto Ltda.,PETROBRAS,Villarrica,De la Araucanía
pb912003,1398,Isabel Riquelme 10,-39.2768349,-72.23084645,Petrocam Spa.,SIN BANDERA,Villarrica,De la Araucanía
pb912004,1381.5,Isabel Riquelme 410,-39.273824,-72.239933,Empresa Distribuidora de Combustibles Claudio Egon Groff Sánchez E.I.R.L.,Sin Bandera,Villarrica,De la Araucanía
pb912005,1401.3636,Winett de Rocka 1105,-39.30504781,-72.21754519,SOCIEDAD COMBUSTIBLES e INMOB. LICAN RAY LTDA.,PETROBRAS,Villarrica,De la Araucanía
pb920601,1393,Chacabuco 495,-37.9835,-72.83412,Comercial de la Cruz Ltda. RUT: 76.005.824-6,Sin Bandera,Los Sauces,De la Araucanía
pb920602,1373.6471,JUAN TRINTRE 440,-37.98333,-72.83482,COMERCIAL Y SERVICIOS VEGA LTDA,COPEC,Los Sauces,De la Araucanía
pb920701,1369.5385,PARCELA LOS LIRIOS KM. 1 CAMINO A PUREN 0,-38.15819451,-72.90773869,PACI Y KROLL LIMITADA,Sin Bandera,Lumaco,De la Araucanía
pb920801,1389.2354,"Santa Rosalia km 21,5 0",-38.0326817,-73.0718283,Miguel Armando Carvacho Vargas,Sin Bandera,Purén,De la Araucanía
pb921101,1355.8948,Avda O'higgins 0867,-38.23280355,-72.35510945,COMERCIAL LFFL SPA,FLORES,Victoria,De la Araucanía
pe01006,1362.3684,MANUEL ANTONIO MATTA 1345,-33.45971476,-70.65239489,Comercial Sima Ltda. 77467680-5,PETROBRAS,Santiago Centro,Metropolitana de Santiago
pe1010101,1408.3214,PDTE. IBANEZ ESQ.PARQUE INDUSTRIAL,-41.46163964,-72.94754505,Esmax Red Limitada,ARAMCO,Puerto Montt,De los Lagos
pe1010102,1394.2554,panamericana 100,-41.46369789,-72.95316696,Sociedad Comercial Maclaro Ltda.,PETROBRAS,Puerto Montt,De los Lagos
pe1010103,1391.9803,Av. Diego Portales 990,-41.47532258,-72.94854283,LAZO & ERRAZURIZ SpA,PETROBRAS,Puerto Montt,De los Lagos
pe1010104,1391.2041,Serena 90,-41.47168115,-72.93570686,LAZO & ERRAZURIZ S.p.A,PETROBRAS,Puerto Montt,De los Lagos
pe1010105,1405.8422,Cardonal 2007,-41.46897187,-72.96998978,TRANSPORTE TRANSUR SPA,PETROBRAS,Puerto Montt,De los Lagos
pe1010106,1399.9375,Benavente 680,-41.47106143,-72.94155716,Patricio Alejandro Vera Cottenie ,PETROBRAS,Puerto Montt,De los Lagos
pe1010107,1394.9333,QUINTUPEO 475,-41.40542038,-72.91568081,Comercial  Dimar Spa,PETROBRAS,Puerto Montt,De los Lagos
pe1010108,1397.6511,Avenida Ramon Munita 1600,-41.45486,-72.934404,Rossel Mena e hijas SPA,PETROBRAS,Puerto Montt,De los Lagos
pe1010502,1392.7709,"Avenida Alessandri, Lote B4-1 0",-41.11768567,-73.05544566,Esmax Red Limitada,ARAMCO,Frutillar,De los Lagos
pe1010901,1393.0416,san bernardo 555,-41.31755267,-72.9860723,Sociedad Comercial Maclaro Ltda.,PETROBRAS,Puerto Varas,De los Lagos
pe1020101,1409.9149, O'Higgins 601,-42.48080133,-73.76525402,Distribuidora de Combustible y Lubricantes Victor Almonacid Navarro EIRL,PETROBRAS,Castro,De los Lagos
pe1020102,1442.3214,Ruta 5 Norte 5200,-42.42954,-73.766583,SISUR LIMITADA,PETROBRAS,Castro,De los Lagos
pe1020103,1419.2632,Salvador Calisto N°612,-42.46921259,-73.78392831,--,PETROBRAS,Castro,De los Lagos
pe1020201,1416.5714,Arturo Prat esq. Goycoloea 0,-41.86717994,-73.82329702,Esmax Red Limitada,ARAMCO,Ancud,De los Lagos
pe1020301,1425.975,Sargento Candelaria 100,-42.62391781,-73.77188444,SISUR LIMITADA ,PETROBRAS,Chonchi,De los Lagos
pe1020501,1427.3572,Ana WERNER. S/N 0,-42.377631,-73.651882,SANDRA LORENA OYARZUN VIDAL // RUT 12.595.341-7,PETROBRAS,Dalcahue,De los Lagos
pe1020502,1422.6842,Ramon Freire Nº 1010,-42.3793656,-73.6477666,comercializadora de Combustible Llau-Llao Ltda. // 76.361.472-7,PETROBRAS,Dalcahue,De los Lagos
pe1020901,1432.7646,PUERTO FERNANDEZ 0,-42.154255,-73.489845,COMERCIAL CHILOE S.A.,Sin Bandera,Quemchi,De los Lagos
pe1030101,1395.3572,Manuel Antonio Matta 499,-40.5718094,-73.1352398,Comercializadora Paola Uslar Molina,PETROBRAS,Osorno,De los Lagos
pe1030102,1400.8541,Eleuterio Ramírez 401,-40.57311007,-73.14221978,ROSALBA DEL CARMEN RAMIREZ CONTRERAS,PETROBRAS,Osorno,De los Lagos
pe1030103,1405.4762,Brasil entre Lynch y Mackenna 0,-40.57510052,-73.11893284,SOCIEDAD COMERCIAL USLAR Y CIA LTDA.,PETROBRAS,Osorno,De los Lagos
pe1030104,1405.6666,Panamericana Sur km. 915 0,-40.57493754,-73.1314373,Estacion de Servicio Paola Uslar Molina EIRL,PETROBRAS,Osorno,De los Lagos
pe1030105,1399.4348,Avenida Manuel Rodriguez 1562,-40.57758781,-73.12338293,Estaciones de servicio Paola Maribel Uslar Molina E.I.R.L.,PETROBRAS,Osorno,De los Lagos
pe1030106,1395.4565,Variante Chorrillos S/N 1 sta teresita 0,-40.56926,-73.1668,Comercial Victoria SPA,PETROBRAS,Osorno,De los Lagos
pe1030107,1436.3334,Ruta 215,-40.68622144,-72.59287609,Esmax Red Limitada,ARAMCO,Puyehue,De los Lagos
pe110101,1416.3334,Av. Arturo Prat 3415,-20.25879011,-70.13311923,Comercial C y D Ltda,PETROBRAS,Iquique,Tarapacá
pe110102,1396.5278,Av. Arturo Prat 1656,-20.23997221,-70.14508724,Vacrom SpA,PETROBRAS,Iquique,Tarapacá
pe110103,1410.3914,Av. Tadeo Haenke 1808,-20.23799919,-70.14375687,ESMAX RED LTDA,PETROBRAS,Iquique,Tarapacá
pe110105,1384.238,Av. Salvador Allende esq. O'Higgins 0,-20.21955631,-70.13453007,Serv gavigam spa,PETROBRAS,Iquique,Tarapacá
pe110106,1402.6177,Pedro Prado esq. Gómez Carreño 0,-20.23300614,-70.13554931,Comercializadora y Distribuidora Cristian Araya Cortes E.I.R.L. // 76.307.097-2,PETROBRAS,Iquique,Tarapacá
pe110201,1390.8334,Av. Los aromos 3115,-20.269373,-70.095214,Socomiva ltda ,PETROBRAS,Alto Hospicio,Tarapacá
pe1110101,1401,Gral. Parra esq . Riquelme 277,-45.56951316,-72.06857979,Comercial Werner Spa ,PETROBRAS,Coihaique,Aysén del Gral. Carlos Ibáñez del Campo
pe1110102,1405.0909,ogana 725,-45.57655771,-72.07348824,Comercial Werner Spa ,PETROBRAS,Coihaique,Aysén del Gral. Carlos Ibáñez del Campo
pe120501,1403,Calle Comercio 53,-20.26257959,-69.78571415,NELSON GAETE GANORA ,PETROBRAS,Pozo Almonte,Tarapacá
pe1210101,1398.7046,Av. Pdte. Salvador Allende 93,-53.16115614,-70.9258461,Douglas Distribucion SpA,PETROBRAS,Punta Arenas,Magallanes y de la Antártica Chilena
pe1210102,1408.7037,Diagonal Don Bosco 464,-53.15726743,-70.90209246,Douglas Distribucion SpA,PETROBRAS,Punta Arenas,Magallanes y de la Antártica Chilena
